SMILES,Set,Actual,Predicted,ALogPS_logS,Mi:(Dragon7),nBM:(Dragon7),PCR:(Dragon7),VE2_Dz(Z):(Dragon7),VR2_Dz(Z):(Dragon7),SpDiam_B(m):(Dragon7),EE_B(m):(Dragon7),AVS_B(v):(Dragon7),SpPosA_B(v):(Dragon7),SpMax_B(v):(Dragon7),SpPosA_B(p):(Dragon7),SpMax_B(p):(Dragon7),EE_B(s):(Dragon7),GATS1i:(Dragon7),SpMax1_Bh(v):(Dragon7),SpMax4_Bh(s):(Dragon7),SpMin1_Bh(e):(Dragon7),SpMax_EA(bo):(Dragon7),TDB01v:(Dragon7),TDB03v:(Dragon7),Uc:(Dragon7),MLOGP:(Dragon7),ALOGP:(Dragon7),ALOGP2:(Dragon7),Residual,Standardized_Residual,Prediction_Quality
CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,Training,40.6,54.878191541450505,-4.16,1.122,7,1.222,0.229,0.973,5.487,5.197,3.268,1.276,3.632,1.294,3.647,7.609,1.326,3.86,4.229,1.901,3.616,0.876,1.46,3.0,3.092,3.727,13.89,-14.278191541450504,-0.8388662991401707,Good
NNC(=S)NN,Training,34.1,27.645273831632,-0.9,1.194,1,1.066,0.327,0.801,4.787,4.274,2.778,1.142,3.187,1.155,3.296,5.827,0.717,3.326,3.032,1.389,2.791,0.636,1.072,1.0,-1.453,-1.127,1.27,6.454726168368001,0.3792253547729065,Good
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,Training,67.1,38.43659872178763,-3.23,1.141,4,1.118,0.19,0.933,5.165,5.516,3.083,1.216,3.368,1.222,3.377,8.259,1.661,3.485,4.83,1.531,3.202,0.833,1.684,2.322,0.517,2.102,4.419,28.663401278212362,1.6840200862427264,Good
CCOC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OCC)C=CC=C1,Training,36.9,39.00218502729898,-4.94,1.133,10,1.247,0.175,0.982,5.559,5.566,3.249,1.261,3.655,1.248,3.656,8.302,1.376,3.851,4.82,1.897,3.828,0.829,1.449,3.459,0.695,3.413,11.65,-2.1021850272989795,-0.12350668982404105,Good
COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,Training,48.3,49.49777084615911,-4.78,1.132,10,1.258,0.182,0.981,5.559,5.518,3.268,1.253,3.655,1.246,3.656,8.299,1.361,3.85,4.821,1.897,3.828,0.85,1.693,3.459,0.16,2.715,7.373,-1.1977708461591163,-0.07037092856042576,Good
CC1=C(OCCCC(O)=O)C=CC(Cl)=C1,Training,99.3,78.96908547655241,-3.12,1.124,7,1.242,0.237,0.972,5.556,5.045,3.249,1.266,3.692,1.236,3.69,7.861,1.221,3.862,4.592,1.898,3.879,0.857,1.358,3.0,2.659,2.99,8.938,20.33091452344759,1.194473331927794,Good
CC(C)C1=CC=C(C)C=C1O,Training,59.3,66.79246346336629,-2.37,1.125,6,1.26,0.257,0.97,5.434,4.548,3.3,1.285,3.711,1.268,3.706,6.594,1.12,3.894,3.736,1.944,3.919,0.779,1.346,2.807,2.813,3.243,10.52,-7.492463463366292,-0.44019405950051604,Good
OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,Training,105.0,108.34716230952384,-5.06,1.083,13,1.366,0.192,1.026,12.38,11.8,3.495,1.363,3.823,1.52,4.071,8.068,0.675,3.932,4.872,1.923,4.097,1.198,2.288,3.807,4.12,4.497,20.22,-3.3471623095238385,-0.19665107104498797,Good
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,Training,12.8,25.571882606175677,-3.0,1.138,9,1.184,0.199,1.025,6.323,5.542,3.332,1.261,3.85,1.233,3.965,8.579,1.452,3.977,4.705,1.97,4.704,0.834,1.285,3.322,1.622,2.496,6.231,-12.771882606175677,-0.750368270644932,Good
CC1=CC=CC2=NNN=C12,Training,44.2,48.077106960800656,-1.07,1.137,10,1.413,0.291,1.061,5.68,4.642,3.604,1.339,3.842,1.315,3.819,5.788,0.814,3.961,3.5,1.924,4.448,0.855,1.601,3.459,1.408,1.876,3.519,-3.8771069608006528,-0.22778615612037337,Good
CC1CC(C)(C)C2=C(C=C(C)C(=C2)C(C)=O)C1(C)C,Training,29.1,28.442706229527882,-5.6,1.125,7,1.211,0.202,1.031,5.771,5.104,3.376,1.293,3.888,1.284,3.886,7.591,1.196,4.035,4.121,2.068,4.304,0.802,1.577,3.0,4.817,4.737,22.44,0.6572937704721191,0.038617046919642406,Good
CN1NC=C(C(=O)C2=C(C)C(C3=NOCC3)=C(C=C2)S(C)(=O)=O)C1=O,Training,7.5,15.76527625643961,-3.3,1.128,12,1.277,0.183,1.061,6.556,5.757,3.466,1.288,3.967,1.256,4.051,8.877,1.199,4.048,6.999,2.018,4.753,0.915,1.802,3.7,1.597,0.337,0.114,-8.26527625643961,-0.48559803140911345,Good
NC(=O)CN1C(=O)C=C(CCN2CCN(CC2)C2=NC=CC3=C2C=CS3)C2=C1C=C(F)C=C2,Training,-4.2,7.466056718399209,-4.67,1.128,19,1.404,0.163,1.105,6.037,5.836,3.531,1.292,3.905,1.272,3.957,8.947,1.199,4.024,4.959,1.981,4.473,0.904,1.589,4.322,2.698,2.966,8.797,-11.666056718399208,-0.6853992535758274,Good
CCCCCCCCOC(=O)C1=CC=C(C(=O)OCCCCCCCC)C(=C1)C(=O)OCCCCCCCC,Training,3.3,11.025553152551337,-7.61,1.134,9,1.189,0.13,0.989,5.633,5.705,3.156,1.228,3.795,1.204,3.78,8.642,1.465,3.918,4.675,1.932,4.128,0.749,1.022,3.322,7.539,10.86,117.9,-7.7255531525513375,-0.4538884468020698,Good
CC(=O)OCC(COC(C)=O)OC(C)=O,Training,4.2,7.650279840846333,-1.29,1.144,3,1.066,0.203,0.909,4.673,4.865,3.01,1.201,3.241,1.134,3.164,8.586,1.856,3.546,4.614,1.634,2.854,0.729,1.184,2.0,0.594,-0.271,0.073,-3.450279840846333,-0.2027093888386561,Good
CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,Training,4.7,15.005870068047553,-3.37,1.132,12,1.278,0.202,1.028,5.483,5.349,3.395,1.295,3.654,1.273,3.637,7.721,1.415,3.847,4.548,1.874,3.766,0.851,1.483,3.7,3.324,3.494,12.21,-10.305870068047554,-0.6054861400552588,Good
CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,Training,10.4,26.883276975533306,-2.96,1.136,11,1.271,0.202,1.028,5.467,5.319,3.354,1.28,3.64,1.257,3.629,7.007,1.431,3.847,4.551,1.876,3.685,0.826,1.397,3.585,3.407,3.247,10.54,-16.483276975533308,-0.968418550348381,Good
C[C@]12C[C@H](O)[C@@]3(F)C(CCC4=CC(=O)C=C[C@]34C)C1C[C@@H](O)[C@]2(O)C(=O)CO,Training,2.0,3.629690828308166,-2.68,1.135,4,1.102,0.17,1.09,5.647,5.506,3.348,1.235,3.827,1.192,3.816,9.141,0.993,4.045,6.489,2.042,4.166,0.874,1.574,2.322,0.866,0.356,0.126,-1.6296908283081661,-0.09574690953800369,Good
CCCCSP(=O)(SCCCC)SCCCC,Training,51.2,59.22454490471603,-4.71,1.125,1,1.02,0.0,0.0,5.578,5.51,3.02,1.236,3.573,1.329,4.119,7.486,1.162,3.729,4.136,1.743,3.842,0.894,1.168,1.0,3.322,5.869,34.44,-8.02454490471603,-0.4714546843667993,Good
CCCCOP(=O)(OCCCC)OCCCC,Training,1.5,14.196676184498015,-2.15,1.145,1,1.02,0.0,0.0,5.312,5.138,2.936,1.181,3.422,1.176,3.787,7.572,1.909,3.634,4.292,1.721,3.842,0.705,0.922,1.0,3.234,3.635,13.21,-12.696676184498015,-0.745949774616134,Good
CCCCN(CCCC)CCCC,Training,38.5,21.64966931258901,-4.17,1.147,0,1.0,0.0,0.0,4.229,4.408,2.884,1.202,3.054,1.197,3.025,5.044,1.869,3.661,3.899,1.797,2.496,0.643,0.818,0.0,3.467,4.306,18.54,16.85033068741099,0.9899835355199705,Good
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,Training,20.8,20.004019164055872,-1.56,1.144,1,1.03,0.266,0.887,5.526,5.407,2.971,1.196,3.596,1.227,3.912,7.865,2.078,3.687,4.588,1.662,4.004,1.001,1.953,1.0,0.489,0.753,0.567,0.7959808359441283,0.04676513101092054,Good
OC(=O)C(Cl)(Cl)Cl,Training,-0.9,7.173109506432452,-1.89,1.135,1,1.056,0.373,0.807,5.434,4.915,2.937,1.244,3.433,1.244,3.442,7.841,1.461,3.428,4.11,1.352,3.472,1.346,2.175,1.0,0.996,1.448,2.098,-8.073109506432452,-0.47430793140391897,Good
OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1,Training,93.9,81.27189053644513,-2.74,1.122,7,1.256,0.243,0.971,5.761,5.32,3.275,1.267,3.732,1.252,3.727,7.931,1.367,3.791,4.717,1.784,4.033,1.104,2.156,3.0,2.234,3.074,9.449,12.628109463554878,0.7419213714899561,Good
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,Training,106.0,102.60276982801581,-4.68,1.097,12,1.384,0.226,1.032,5.712,5.452,3.478,1.321,3.75,1.322,3.743,7.063,0.907,3.883,4.657,1.894,3.957,1.098,1.973,3.7,3.842,5.116,26.17,3.397230171984191,0.19959263702454816,Good
OCCN(CCO)CCO,Training,5.9,4.287388311579659,0.52,1.161,0,1.0,0.0,0.0,4.197,4.232,2.757,1.133,3.014,1.083,2.966,7.408,2.128,3.551,4.13,1.691,2.481,0.627,0.877,0.0,-0.937,-1.298,1.685,1.6126116884203414,0.09474348310065661,Good
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,Training,14.7,6.696864330316212,-1.41,1.144,3,1.05,0.175,0.927,5.105,5.063,3.01,1.198,3.488,1.139,3.439,8.682,1.748,3.684,6.439,1.735,3.646,0.729,1.176,2.0,0.711,0.404,0.164,8.003135669683786,0.47019685800225003,Good
CCOP(=O)(OCC)OCC,Training,6.6,3.0261086474307075,-1.06,1.149,1,1.033,0.0,0.0,5.233,4.891,2.888,1.176,3.419,1.165,3.787,7.541,2.204,3.56,4.302,1.609,3.841,0.705,1.075,1.0,1.354,0.695,0.483,3.573891352569292,0.20997176034201714,Good
OCCOCCOCCO,Training,6.3,16.86407859793333,0.35,1.156,0,1.0,0.288,0.865,3.886,4.233,2.733,1.123,2.85,1.069,2.78,7.116,2.004,3.437,4.374,1.575,1.902,0.631,0.781,0.0,-0.937,-1.159,1.344,-10.564078597933328,-0.6206562989120645,Good
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,Training,7.4,14.56290815301214,-5.4,1.143,2,1.021,0.174,0.948,4.728,5.317,2.995,1.194,3.3,1.162,3.256,8.258,1.725,3.711,4.538,1.805,3.093,0.699,0.972,1.585,3.178,5.507,30.33,-7.16290815301214,-0.42083216463055173,Good
CC(=O)OCCOCCOCCOC(C)=O,Training,12.6,20.97738002242877,-1.65,1.147,2,1.041,0.228,0.912,4.458,4.844,2.935,1.181,3.125,1.123,3.043,8.226,1.987,3.479,4.54,1.593,2.71,0.689,0.997,1.585,0.182,-0.401,0.161,-8.377380022428769,-0.49218430467922597,Good
CO\N=C(\C(=O)OC)C1=CC=CC=C1CO\N=C(/C)C1=CC(=CC=C1)C(F)(F)F,Training,65.4,61.639709827322136,-5.88,1.146,15,1.455,0.173,1.018,5.526,5.604,3.322,1.237,3.741,1.185,3.727,9.498,0.978,3.911,7.433,1.937,4.028,0.865,1.759,4.0,4.096,4.423,19.56,3.7602901726778697,0.22092298535777932,Good
[Na+].COC1=CC(OC)=NC(NC(=O)[N-]S(=O)(=O)C2=NC=CC=C2OCC(F)(F)F)=N1,Training,30.5,42.75987399272902,-3.5,1.167,15,1.323,0.169,1.018,6.341,5.861,3.291,1.214,3.854,1.145,3.961,9.72,1.346,3.925,7.718,1.892,4.744,0.889,1.733,4.0,0.904,2.265,5.13,-12.25987399272902,-0.7202869561140964,Good
CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,Training,94.9,76.9495008828444,-4.98,1.158,12,1.374,0.191,1.025,5.687,5.474,3.315,1.252,3.772,1.206,3.757,9.352,1.157,3.897,5.02,1.906,4.108,0.874,1.518,3.7,3.774,3.973,15.79,17.9504991171556,1.054620167996254,Good
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,Training,89.2,64.85613449435996,-5.77,1.171,10,1.256,0.175,0.983,5.855,5.438,3.232,1.22,3.859,1.142,3.825,9.816,1.134,3.945,7.819,1.963,4.401,0.816,1.456,3.459,4.207,4.468,19.97,24.34386550564004,1.430240538810404,Good
CC(C)CCCCCCCOC(=O)C1=CC(C(=O)OCCCCCCCC(C)C)=C(C=C1)C(=O)OCCCCCCCC(C)C,Training,43.0,27.236478921252704,-8.0,1.135,9,1.179,0.121,0.99,5.633,5.836,3.159,1.234,3.796,1.211,3.78,8.656,1.47,3.921,4.676,1.932,4.128,0.743,1.024,3.322,7.696,12.98,168.5,15.763521078747296,0.9261317548765324,Good
CC(C)CCCCCCOC(=O)C1=CC(C(=O)OCCCCCCC(C)C)=C(C=C1)C(=O)OCCCCCCC(C)C,Training,3.2,16.75399776137977,-7.83,1.134,9,1.184,0.125,0.99,5.633,5.78,3.165,1.236,3.796,1.213,3.78,8.65,1.468,3.92,4.675,1.932,4.128,0.746,1.044,3.322,7.171,11.61,134.8,-13.553997761379772,-0.7963187710176737,Good
CO[Si](OC)(OC)C1=CC=CC=C1,Training,23.4,39.88985652666131,-2.86,1.121,6,1.227,0.252,0.971,5.649,4.922,3.266,1.273,3.812,1.322,4.353,5.965,1.749,3.952,4.315,1.912,3.836,0.963,2.045,2.807,0.793,3.042,9.256,-16.489856526661313,-0.9688051093666384,Good
CCC[Si](OC)(OC)OC,Training,13.5,16.160372525384858,-1.26,1.141,0,1.0,0.268,0.874,4.829,4.591,2.89,1.212,3.6,1.274,4.272,5.643,2.121,3.792,4.056,1.709,3.31,0.854,1.495,0.0,-0.129,2.338,5.467,-2.660372525384858,-0.15630108674652718,Good
COP(=O)(OC)OC,Training,3.9,4.603234772147646,-0.53,1.155,1,1.048,0.0,0.0,5.151,4.746,2.84,1.135,3.411,1.136,3.788,7.531,2.609,3.494,4.315,1.505,3.828,0.705,1.674,1.0,0.113,-0.351,0.123,-0.703234772147646,-0.04131615331154521,Good
CN(C)C,Training,1.6,3.0369960107780827,1.04,1.166,0,1.0,0.0,0.0,3.814,3.288,2.591,1.197,2.789,1.182,2.728,4.198,2.818,3.347,1.565,1.555,2.0,0.498,0.767,0.0,0.347,0.32,0.102,-1.4369960107780826,-0.08442578473198849,Good
CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,Training,14.8,21.974120197635923,-1.6,1.128,4,1.113,0.207,1.03,5.444,5.101,3.286,1.22,3.709,1.174,3.687,8.666,1.234,3.902,6.464,1.868,3.955,0.852,1.365,2.322,0.407,0.377,0.142,-7.174120197635922,-0.4214908899566578,Good
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,Training,79.5,66.97739661416762,-3.97,1.102,19,1.344,0.0,0.0,5.992,5.582,3.549,1.307,3.673,1.3,3.868,7.716,1.17,3.871,4.787,1.897,3.963,0.954,1.564,4.322,4.789,4.938,24.38,12.522603385832383,0.7357227228236367,Good
O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1,Training,26.9,33.048799247311244,-5.17,1.099,18,1.35,0.0,0.0,5.565,5.437,3.538,1.304,3.601,1.31,3.65,6.445,1.115,3.846,4.445,1.883,3.503,0.948,1.52,4.248,4.453,4.337,18.81,-6.148799247311246,-0.3612516650847405,Good
C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,Training,17.6,26.589923410808396,-6.06,1.09,18,1.381,0.0,0.0,5.759,5.319,3.662,1.349,3.779,1.385,3.968,6.07,0.8,3.973,3.773,1.993,3.872,1.006,1.806,4.248,5.969,5.707,32.57,-8.989923410808395,-0.5281721959875252,Good
CC(O)COC(C)COC(C)CO,Training,13.4,17.758825468591095,-0.22,1.151,0,1.0,0.25,0.894,4.317,4.526,2.845,1.157,3.089,1.107,3.037,7.154,1.836,3.561,4.409,1.678,2.482,0.653,0.882,0.0,0.067,-0.027,0.001,-4.358825468591094,-0.2560878791140993,Good
COC(C)COC(C)COC(C)CO,Training,96.7,52.6690867450313,-1.14,1.15,0,1.0,0.237,0.901,4.331,4.596,2.858,1.156,3.094,1.115,3.041,6.731,1.942,3.567,4.369,1.682,2.498,0.646,0.948,0.0,0.37,0.382,0.146,44.0309132549687,2.5868856810563,Bad
ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,Training,-4.5,20.88455517762592,-3.69,1.137,1,1.016,0.0,0.0,5.438,5.83,3.008,1.203,3.479,1.225,3.81,7.801,1.987,3.658,4.782,1.677,3.872,0.999,1.567,1.0,4.025,3.72,13.84,-25.38455517762592,-1.4913827003480065,Good
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,Training,28.5,28.885476060222853,-3.32,1.146,1,1.012,0.0,0.0,5.316,5.452,2.939,1.175,3.421,1.156,3.787,7.694,1.968,3.613,4.594,1.697,3.842,0.695,0.928,1.0,2.437,3.242,10.51,-0.3854760602228531,-0.022647327226808466,Good
ClCCOP(=O)(OCCCl)OCCCl,Training,-17.6,-5.006266456836466,-1.64,1.143,1,1.025,0.0,0.0,5.235,5.416,2.936,1.194,3.422,1.207,3.787,7.669,2.181,3.573,4.716,1.599,3.842,0.903,1.315,1.0,2.358,1.641,2.694,-12.593733543163536,-0.739901731885423,Good
ClCCOP(OCCCl)OCCCl,Training,6.1,10.30894065738326,-2.49,1.14,0,1.0,0.0,0.0,4.622,5.243,2.872,1.19,3.063,1.227,3.353,6.266,2.057,3.426,4.553,1.515,2.496,0.892,1.258,0.0,2.092,1.041,1.083,-4.208940657383261,-0.24728190977896142,Good
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,Training,14.5,14.56578854466855,-2.18,1.142,1,1.02,0.0,0.0,5.442,5.516,2.987,1.204,3.475,1.215,3.809,7.691,1.998,3.645,4.721,1.685,3.869,0.852,1.315,1.0,3.234,2.774,7.694,-0.06578854466854978,-0.0038651808831468935,Good
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,Training,21.4,33.75925362641547,-5.26,1.119,1,1.016,0.0,0.0,7.797,8.685,3.067,1.262,3.445,1.379,3.795,7.634,1.609,3.644,4.326,1.663,3.845,1.096,1.694,1.0,4.755,4.593,21.1,-12.359253626415473,-0.7261256665192933,Good
O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1,Training,6.3,7.151524884736935,-0.34,1.146,3,1.034,0.0,0.0,5.366,5.302,3.334,1.175,3.58,1.126,3.507,8.605,2.023,3.759,4.763,1.715,3.687,0.814,1.406,2.0,-0.365,-0.893,0.798,-0.8515248847369348,-0.05002843158472341,Good
CC1=CC=CC=C1OP(=O)(OC1=CC=CC=C1C)OC1=CC=CC=C1C,Training,63.7,67.51059100531852,-5.33,1.109,19,1.344,0.0,0.0,6.083,5.675,3.514,1.31,3.737,1.303,3.892,7.734,1.202,3.905,4.773,1.923,4.042,0.908,1.668,4.322,5.472,6.397,40.92,-3.810591005318514,-0.2238782387033049,Good
CC1(C)CC\C(=C/C2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,Training,15.9,33.9779424488443,-3.96,1.128,12,1.333,0.188,1.069,5.548,5.413,3.458,1.3,3.745,1.288,3.74,7.0,1.239,3.959,4.459,1.926,4.024,0.866,1.514,3.7,4.168,3.397,11.54,-18.077942448844304,-1.062107664973265,Good
CC1=C(O)C(C)=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C,Training,99.0,71.41253147408416,-5.56,1.118,14,1.309,0.165,1.08,5.824,5.72,3.446,1.276,3.879,1.258,3.869,8.41,1.111,3.976,4.88,1.997,4.4,0.896,1.616,3.907,2.691,5.764,33.22,27.58746852591584,1.620807338086037,Good
COCC1=NN=C(N1C1=C(Cl)C(Cl)=CC2=C1NC(=O)C(=O)N2)C1=C[N+]([O-])=CC=C1,Training,-0.8,6.20005438833615,-4.23,1.131,20,1.46,0.167,1.086,5.999,5.845,3.54,1.305,3.924,1.276,3.904,8.689,1.347,3.989,5.123,1.959,4.498,0.96,2.01,4.392,0.07,0.667,0.445,-7.0000543883361495,-0.4112642488004414,Good
CCCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(CC)CC1)C1=NC2=C(CC)N(CC3=CC=CC=N3)N=C2C(=O)N1,Training,18.8,24.265865574362724,-3.83,1.134,21,1.405,0.143,1.087,6.493,6.087,3.474,1.272,3.923,1.248,4.004,8.675,1.556,4.024,4.991,1.986,4.769,0.845,1.487,4.459,1.806,4.05,16.4,-5.465865574362724,-0.321128233407739,Good
CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,Training,15.4,48.38843378111493,-4.36,1.122,14,1.363,0.191,1.022,6.442,5.755,3.416,1.291,3.877,1.286,3.982,8.267,1.282,3.989,4.812,1.977,4.672,0.892,1.708,3.907,2.558,3.32,11.02,-32.98843378111493,-1.9381225752616018,Good
CCCCCCCCCCC,Training,4.9,7.208539714310239,-5.65,1.142,0,1.0,0.27,0.877,3.89,4.201,2.863,1.201,2.949,1.201,2.949,4.78,1.591,3.676,3.69,1.82,1.919,0.658,0.739,0.0,5.115,5.39,29.05,-2.308539714310239,-0.13563035353178943,Good
CCOC(N)=O,Training,26.9,10.663826959553015,0.62,1.166,1,1.066,0.36,0.796,4.431,3.89,2.773,1.159,3.082,1.083,2.982,7.538,1.952,3.337,3.581,1.499,2.706,0.617,0.838,1.0,-0.703,0.16,0.026,16.236173040446985,0.9539008039708325,Good
C=CN1CCCC1=O,Training,-17.6,-1.857016263782803,0.35,1.139,2,1.089,0.301,0.963,4.749,4.22,3.196,1.267,3.36,1.235,3.312,7.502,1.731,3.694,3.155,1.58,3.161,0.745,1.027,1.585,0.468,-0.081,0.007,-15.742983736217198,-0.9249251535732523,Good
COC1=C(OC)C(=CC=C1)[C@H](O)C1CCN(CCC2=CC=C(F)C=C2)CC1,Training,-16.9,17.825002940626963,-4.25,1.132,12,1.282,0.175,1.056,5.481,5.44,3.348,1.246,3.722,1.216,3.707,8.458,1.208,3.91,4.641,1.947,4.057,0.815,1.374,3.7,3.278,4.02,16.16,-34.725002940626965,-2.040148755524822,Bad
CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,Training,93.2,70.23139227046397,-3.82,1.107,15,1.371,0.196,1.066,5.697,5.39,3.521,1.304,3.828,1.273,3.811,8.377,0.952,3.964,4.812,1.985,4.173,0.924,1.678,4.0,3.204,2.662,7.087,22.968607729536032,1.3494419728537161,Good
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,Training,28.1,48.40672282271762,-3.43,1.125,9,1.277,0.185,1.023,5.642,5.306,3.314,1.26,3.803,1.222,3.789,8.474,1.152,3.91,6.445,1.931,4.192,0.836,1.33,3.322,2.804,3.245,10.53,-20.306722822717617,-1.193052031309831,Good
OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2,Training,59.0,57.07426806069335,-4.64,1.12,15,1.327,0.177,1.058,8.665,7.121,3.472,1.296,3.812,1.272,3.795,9.183,1.092,3.937,7.411,1.95,4.118,1.017,1.92,4.0,3.626,3.848,14.81,1.925731939306651,0.11313979227498755,Good
[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,Training,29.9,30.377464814300097,-2.44,1.122,1,1.066,0.394,0.789,5.04,4.507,2.963,1.289,3.314,1.399,3.467,5.316,1.475,3.443,3.467,1.537,2.947,0.8,1.577,1.0,0.202,1.498,2.245,-0.4774648143000988,-0.02805181178434335,Good
CC1=CC[C@H]2C[C@@H]1C2(C)C,Test,11.6954333,8.64882553514027,-2.94,1.128,1,1.069,0.273,1.067,5.345,4.393,3.35,1.267,3.676,1.267,3.676,5.018,1.204,3.987,3.467,2.063,3.73,0.795,1.213,1.0,3.374,2.873,8.253,3.046607764859729,0.17899301695317912,Good
CC[C@H](C)[C@H](N1SC2=CC=CC=C2C1=O)C(O)=O,Test,13.58586716,42.75601830402127,-2.82,1.12,8,1.226,0.217,1.031,5.695,5.226,3.373,1.275,3.775,1.26,3.797,8.337,1.247,3.911,4.708,1.872,4.016,0.888,1.545,3.17,2.175,2.927,8.57,-29.17015114402127,-1.7137924410459813,Good
CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O,Test,88.58071115,73.56447497558696,-5.08,1.14,2,1.087,0.196,0.932,4.499,5.0,2.999,1.214,3.184,1.187,3.175,7.998,1.445,3.728,4.398,1.835,2.71,0.713,0.859,1.585,3.832,5.598,31.34,15.016236174413038,0.882227586741349,Good
Cl\C=C\Cl,Test,3.066264674,22.61394630038603,-1.18,1.12,1,1.129,0.5,0.672,4.558,4.359,2.854,1.294,3.037,1.36,3.075,5.464,1.432,3.346,1.73,1.388,2.0,1.147,1.752,1.0,1.672,1.057,1.117,-19.54768162638603,-1.1484571624559479,Good
NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,Test,99.77857893,71.01377860714437,-3.48,1.133,8,1.301,0.25,0.97,5.816,5.156,3.382,1.297,3.795,1.271,3.786,8.291,0.808,3.885,4.699,1.898,4.169,1.054,2.117,3.17,2.57,2.307,5.32,28.76480032285562,1.6899774402304009,Good
FC1=CC=C(Br)C=C1,Test,12.76293436,61.24787388488658,-2.39,1.119,6,1.297,0.322,0.954,8.425,6.942,3.384,1.315,3.623,1.335,3.642,8.243,0.714,3.827,3.574,1.863,3.589,1.073,1.637,2.807,3.478,2.784,7.75,-48.484939524886585,-2.848566757575851,Bad
CCCCCCCCCCCCCCCO,Test,-12.10962915,20.956881467018636,-6.04,1.143,0,1.0,0.226,0.912,3.952,4.601,2.895,1.194,2.979,1.184,2.978,6.52,1.552,3.703,4.024,1.836,1.962,0.676,0.767,0.0,5.17,5.989,35.87,-33.066510617018636,-1.942709712658728,Good
OCCN1CCNCC1,Test,6.568734364,4.662386336309024,0.43,1.161,0,1.0,0.29,0.963,4.314,4.138,2.943,1.149,3.075,1.119,3.032,6.45,2.135,3.628,3.474,1.77,2.517,0.657,0.851,0.0,-0.521,-0.798,0.637,1.906348027690976,0.11200095685926308,Good
CN(C)N,Test,17.1907829,7.825562608227991,1.21,1.187,0,1.0,0.354,0.75,3.815,3.321,2.53,1.147,2.75,1.104,2.669,4.932,2.327,3.265,1.563,1.48,2.0,0.474,0.691,0.0,-0.241,-0.378,0.143,9.365220291772008,0.5502214803593478,Good
[Cl-].C[N+]1(C)CCCCC1,Test,27.50852547,5.288485339584509,-4.56,1.151,0,1.0,0.314,0.959,4.609,4.037,3.025,1.205,3.223,1.197,3.183,4.603,2.137,3.754,3.467,1.893,3.191,0.64,0.881,0.0,-2.136,-0.117,0.014,22.22004013041549,1.3054624443743905,Good
ClCC(Cl)CCl,Test,10.70079458,15.168918621079762,-2.15,1.136,0,1.0,0.333,0.798,4.559,4.712,2.815,1.22,3.039,1.28,3.076,5.705,1.738,3.498,2.876,1.578,2.303,1.038,1.446,0.0,2.604,2.203,4.852,-4.468124041079761,-0.26250934283649713,Good
